代码,名称,副名称,特性,正文,风味文本,背面名称,背面副名称,背面特性,背面正文,背面风味文本,
05011,家族遗产,天降横财？天将横祸？,福祉,"永久。普雷斯顿·费尔蒙特牌组专用。
[action]：将本卡牌上的所有资源移动你的资源池。
<b>强制</b> - 在你回合开始时：在本卡牌上放置4资源<i>(从供应堆拿取)</i>。卡牌上的资源可以被花费，如同在你的资源池中。当你回合结束时，丢弃本卡牌上的所有资源。",,,,,,,
05012,"秘社""债务""",,契约,"将秘社""债务""移出游戏。
<b>强制</b> - 在游戏结束或你退场时，如果秘社""债务""仍在你手牌中：你受到1点精神创伤。",他谈到了契约和他背负的债务，显然他要付出的不只是金钱。<cite>《〈诡镇奇谈〉的调查员们》</cite>,,,,,,
05013,银暮匕首,圣堂的奖赏,道具. 遗物. 武器,"黛安娜·史丹利牌组专用。
[action]：<b>攻击</b>。你这次攻击可以不使用[combat]，改为使用[willpower]。
你可以打出或投入黛安娜·史丹利底下的事件卡和技能卡，如同其在你的手牌中。作为以此方式打出或投入卡牌的额外费用，消耗银暮匕首。只要以此方式打出或投入卡牌就不能触发黛安娜·史丹利的[reaction]能力。",,,,,,,
05014,黑暗洞察,,洞察,"黛安娜·史丹利牌组专用。
快速。在你所在地点的调查员抽取一张遭遇卡或弱点时打出。
取消该卡牌的所有效果并将其混洗回其牌堆。<i>(不要再抽取一张卡牌来替代。)</i>",,,,,,,
05015,可怕的秘密,,疯狂,<b>显现</b> - 如果黛安娜·史丹利底下没有卡牌，将可怕的秘密混洗回你的牌堆。否则，黛安娜·史丹利底下每有1张卡牌，你必须丢弃该卡牌或受到1点恐惧。不能被取消。,,,,,,,
05016,"""我不会再逃了！""",,勇气,"丽塔·杨牌组专用。
快速。只能在你回合中打出。
你所在地点所有敌人准备并与你交战。你的回合的剩余时间内，每当你躲避一名敌人，你可以不消耗该敌人也不与其解除交战，而是改为对其造成1点伤害。<i>(成功躲避的其它所有效果仍然有效。)</i>",,,,,,,
05017,兜帽人,,类人. 异教徒,"<b>猎物</b> - 仅对丽塔·杨。
警戒。猎手。
<b>强制</b> - 在你躲避兜帽人后：兜帽人攻击你。","""你们这些该死的胆小鬼，总是蒙著脸。你们就像混帐3K党一样，不敢让人知道自己是谁……""
<cite>格雷厄姆·麦克尼尔，《米斯卡塔尼克的食尸鬼》</cite>",,,,,,
05018,神秘乐曲,,法术. 歌曲,"玛丽·朗博牌组专用。
快速。在密谋因为达到毁灭目标值而要推进时打出。
本阶段结束前，该密谋不会因为达到毁灭目标值而推进。将神秘乐曲移出游戏。",,,,,,,
05019,安息日男爵,墓园领主,化身,"<b>显现</b> - 将安息日男爵放置入场。只要他身上少于3个毁灭标记就不能离场。
<b>强制</b> – 在任意数量的伤害被放置到安息日男爵所在地点的调查员身上时：在该调查员上放置额外1点伤害。
[free]消耗安息日男爵：在安息日男爵身上放置1个毁灭标记。如果他身上有至少3个毁灭标记，将其丢弃。",,,,,,,
05023,宝剑王牌,让你的箭矢乘风飞去,塔罗,"你获得+1[combat]。
[reaction]在游戏开始时，如果宝剑王牌在你起始手牌中：将其放置入场。",单刀直入。,,,,,,
05024,指纹采集工具,,道具. 工具,"使用(3补给)。
[action]消耗指纹采集工具并花费1补给：<b>调查</b>。你这次调查+1[intellect]。如果你成功，你额外发现所在地点的1个线索。",,,,,,,
05027,死神·XIII,摆脱过去,塔罗,"你获得+1[intellect]。
[reaction]在游戏开始时，如果死神·XIII在你起始手牌中：将其放置入场。",让往事如风，拥抱新生。,,,,,,
05029,金钱万能,,恩惠. 局势,"快速。在你发起技能检定时打出。
这次检定不是其标示的技能类型([willpower]、[intellect]、[combat]或[agility])，而是改为资源技能检定。这次检定你的基础技能值等于你的资源池中的资源数目的一半(向下取整数)。",钱买不来幸福，但你可以买到除此之外的一切好东西。,,,,,,
05031,月亮·XVIII,自我传达的讯息,塔罗,"你获得+1[agility]。
[reaction]在游戏开始时，如果月亮·XVIII在你起始手牌中：将其放置入场。",张开你的双眼，倾听你的影子。,,,,,,
05036,钉鞋,,道具. 服装. 鞋子,"每位调查员限制1[[鞋子]]。
你获得+1[agility]。
[reaction]在你移动后，新到地点的敌人与你交战之前，消耗钉鞋：检定[agility](3)。如果你成功，移动到一个连接地点。",,,,,,,
05038,体格强健,,天性,只要你控制的[[道具]]支援卡不超过2张，体格强健获得[combat][agility](只要你控制的[[道具]]支援卡不超过1张，改为体格强健获得[combat][combat][agility][agility])。,,,,,,,
05039,星币五,拐点,塔罗,"你获得+1生命值+1神智值。
[reaction]在游戏开始时，如果星币五在你起始手牌中：将其放置入场。",是时候重新站起来了,,,,,,
05040,权杖王牌,决定性的一步,塔罗,"[fast]在你的回合中，将权杖王牌移出游戏：这回合你可以进行额外一个行动，且该行动你每项技能值+2。
[reaction]在游戏开始时，如果权杖王牌在你起始手牌中：将其放置入场。",,,,,,,
05042,高塔·XVI,情况难以控制,征兆. 塔罗,"只要高塔·XVI在你手牌中，你就无法投入卡牌到技能检定。
如果在设置阶段你抽取了高塔·XVI作为你的起始手牌<i>(不论在换牌之前还是之后)</i>，你不能将其替换。本卡牌必须留在你的起始手牌中。",,,,,,,
05151,爱丽丝·洛克斯雷,无畏的警察,盟友. 侦探. 警察,"你获得+1[intellect]。
[reaction]在你发现一个线索后，消耗爱丽丝·洛克斯雷：对你所在地点的一名敌人造成1点伤害。","""请把这事留给专业的。我要是发现你再乱来，就把你送局子里去。""",,,,,,
05153,"""老千""先生",秘事商人,盟友,"使用(3秘密)。
[free]消耗""老千""先生并花费1秘密：在你牌堆顶部3张、6张、或9张卡牌中查找并抽取任意一张卡牌。如果查找的卡牌中有至少1张弱点，也抽取其中1张。混洗你的牌堆。","""你确定想要知道吗？决定了就回不了头啰。""",,,,,,
05155,亨利·万,艺坛新星,盟友. 罪犯,"[action]消耗亨利·万：你依次从混乱袋随机抽出标记，直到你选择停下，或直到你抽出[skull]、[cultist]、[tablet]、[elder_thing]或[auto_fail]符号。
-如果你选择停下，你通过本效果每抽出1个标记，你就可以抽取1张卡牌或获得1资源。
-如果你抽出[skull]、[cultist]、[tablet]、[elder_thing]或[auto_fail]符号，无事发生。",,,,,,,
05020,拷问,,策略. 洞察,<b>谈判</b>。选择你所在地点的一名[[类人]]敌人并检定[combat](3)。这次检定难度+X，X为所选敌人的伤害值。如果你成功，发现你所在地点的1个线索和其它任意地点的1个线索。,他在隐瞒著什么……但他为什么要隐瞒？,,,,,,
05021,劫数延后,,洞察. 勇气. 策略,"快速。只能在你回合中打出。叠加到你所在地点的一位调查员，置于该调查员的控制之下。
[reaction]在你受到伤害和/或恐惧时：丢弃劫数延后并取消你这次受到的全部伤害和/或恐惧。
<b>强制</b> - 在神话阶段结束时：你必须花费2资源或丢弃劫数延后。",,,,,,,
05022,坚定不移,,天性,只要你剩余生命值和神智值总合至少为5时，坚定不移获得[willpower][combat](只要你剩余生命值和神智值总合至少为10时，改为坚定不移获得[willpower][willpower][combat][combat]。)。,勇敢和愚蠢之间只有一线之隔。,,,,,,
05025,串联线索,,洞察,"快速。在你发现你所在地点最后一个线索后打出。
发现一个地点的2个线索，该地点的打印隐藏值须低于你所在地点。",他们曾认为你变得不可理喻。偏执。妄想。但结果证明，你一直以来都是对的。,,,,,,
05026,好奇心,,天性,只要你至少有4张手牌，好奇心获得[willpower][intellect](只要你至少有7张手牌，改为好奇心获得[willpower][willpower][intellect][intellect])。,如果你就是被好奇心害死的那只猫呢？,,,,,,
05028,良好人脉,,状态,"每位调查员限制1张。
[fast]消耗良好人脉：你每有5资源，这次技能检定你的技能值+1。",有的时候，有关系比有本事强。,,,,,,
05030,狡猾,,天性,只要你拥有至少5资源，狡猾获得[intellect][agility](只要你拥有至少10资源，改为狡猾获得[intellect][intellect][agility][agility])。,"""别担心。""她坚持说。""我能搞定这事。""",,,,,,
05032,否决存在,,法术. 悖论,"快速。在遭遇卡或一名敌人攻击将会导致你执行以下一项(选择一项)时打出：丢弃手牌、失去资源、失去行动、受到伤害或受到恐惧。
你忽略该效果的影响。<i>(其它效果正常结算。)</i>",,,,,,,
05033,恐怖灵感,,法术. 勇气,"快速。在你将要结算一张[mystic]卡牌的效果，且该效果在抽出[skull]、[cultist]、[tablet]、[elder_thing]或[auto_fail]符号时、如果抽出或在抽出后触发时打出。<i>(FAQ, v1.5)</i>
取消该效果，或额外结算一次该效果。",,,,,,,
05034,预见未来,,精通,只要场上至少有3个毁灭标记，预见未来获得[wild](只要场上至少有6个毁灭标记，改为预见未来获得[wild][wild])。,末日将至,,,,,,
05035,圣杯四,心灵之杯,塔罗,"你获得+1[willpower]。
[reaction]在游戏开始时，如果圣杯四在你起始手牌中：将其放置入场。",找寻你心灵与思绪的清明。,,,,,,
05037,绝望之举,,策略. 局势,"作为打出绝望之举的额外费用，从你手牌或游戏区域选择并丢弃一张占用至少1个手部槽位的[[道具]]支援卡。
<b>攻击</b>。你这次攻击+X[combat]并造成+1伤害，X为所选支援卡的打印资源 费用。如果你成功且该支援卡是从你的游戏区域中丢弃的，获得X资源。",,,,,,,
05041,第十三幻象,,征兆,"<b>显现</b> - 将第十三幻象放置入你的威胁区域。
你所在地点的调查员在技能检定中，技能值等于检定难度时失败。
[action][action]：丢弃第十三幻象。",前十二个都是假象……,,,,,,
05116,秘密卷轴,,道具. 书籍,"使用(3秘密)。
[action]消耗秘密卷轴并花费1秘密：查看遭遇牌堆或任意一位调查员牌堆底部的卡牌。然后，丢弃该卡牌、将其加入其所有者手牌，或将其放到该牌堆顶部或牌堆底部。",,,,,,,
05117,田纳西酸麦芽威士忌,,道具. 违法,"使用(2补给)。
[fast]消耗田纳西酸麦芽威士忌并花费1补给：你在诡计卡的一次技能检定中+2[willpower]。
[action]丢弃田纳西酸麦芽威士忌：<b>攻击</b>。你这次攻击+3[combat]。",,,,,,,
05119,恐怖图腾,,道具. 守护,[reaction]在你将一张卡牌投入技能检定后，消耗恐怖图腾：你选择该卡牌已有的任意一个技能图标，该卡牌额外获得该图标。,当时应该马上把它丢掉的。但我们又怎么知道呢？,,,,,,
05115,.45汤姆逊冲锋枪,,道具. 武器. 枪械. 违法,"使用(5子弹)。
[action]花费1子弹：<b>攻击</b>。你这次攻击+2[combat]并造成+1伤害。",这款全自动的汤姆逊冲锋枪因为其精确度与大火力，同时受到黑帮与警察的青睐。,,,,,,
05109,赴汤蹈火,,才能,对你所在地点的其他调查员造成的恐惧可以分配到赴汤蹈火。,我不能死在这儿。现在不能，还不能。,,,,,,
05110,水落石出,,洞察,"快速。在一位调查员发现你所在地点的最后一个线索后打出。
位于该地点的调查员获得总计X资源，由你自行分配，X为该地点的隐藏值。","""……当你排除掉一切不可能的情况后，不论剩下的有多不可思议，都一定是真相。""<cite>亚瑟·柯南·道尔《白化士兵》</cite>",,,,,,
05111,情报报告,,恩惠. 服务,"发现你所在地点的1个线索。
[reaction]在你打出情报报告时，提升其费用2点：将""发现……的1个线索""变为""发现……的2个线索。""
[reaction]在你打出情报报告时，提升其费用2点：将""你所在地点""变为""1个与你所在地点之间连接次数不超过2的地点""",,,,,,,
05112,魔法手势,,仪式. 才能,"快速。
你拥有额外1个法术槽位，只能用来放置[[法术]]或[[仪式]]支援卡。",皮囊不过是意识的延伸。,,,,,,
05113,驱除,,法术,<b>躲避</b>。仅可对非[[精英]]敌人使用。这次躲避尝试不使用[agility]，改为使用[willpower]。如果你成功，将刚刚躲避的敌人移动到场上任意一个地点。如果你成功，且这次躲避尝试期间抽出[skull]、[cultist]、[tablet]或[elder_thing]符号，该敌人在下一个补给阶段中不准备。,,,,,,,
05114,切肉刀,,道具. 武器. 近战,[action]：<b>攻击</b>。这次攻击你+1[combat](如果你剩余神智值不超过3点，改为+2[combat])。如果这次攻击击败一名敌人，你可以治愈1点恐惧。作为发动此能力的额外费用，你可以受到1点恐惧来让这次攻击造成+1伤害。,,,,,,,
05118,附魔剑,,道具. 遗物. 武器. 近战,"使用(3充能)。
[action]：<b>攻击</b>。你这次攻击+1[combat]。作为发动此能力的额外费用，你可以花费1充能来为剑附魔。如果你这么做，你这次攻击再+1[combat]并造成+1伤害。",,,,,,,
05154,鹰眼折叠相机,,道具. 工具,"[reaction]在你所在地点的最后1个线索被发现后：在本卡牌上放置1资源<i>(从供应堆拿取)</i>，作为证据。(每场游戏每个地点限制一次。)
只要鹰眼折叠相机上有……
- …… 至少1个证据，你获得+1[willpower]。
- ……至少2个证据，你获得+1[intellect]。
- ……至少3个证据，你+1神智值。",,,,,,,
05158,第六感,,法术,[action]：<b>调查</b>。不使用[intellect]，改为使用[willpower]调查。如果这次检定中抽出[skull]、[cultist]、[tablet]或[elder_thing]符号，你可以选择与你所在地点连接的一个已揭示地点；改为如同你在所选地点调查，而不是在你所在地点(你可以使用两个地点中任意一个地点的隐藏值)。,,,,,,,
05188,秘密卷轴,,道具. 书籍,"使用(3秘密)。
[action]消耗秘密卷轴并花费1秘密：查看任意一位调查员牌堆或遭遇牌堆底部的3张卡牌。你可以丢弃其中1张。你可以将其中1张加入其所有者的手牌。将其中剩余的卡牌以任意顺序放到该牌堆底部或者顶部。",,,,,,,
05190,田纳西酸麦芽威士忌,,道具. 违法,"快速。使用(2补给)。
[fast]消耗田纳西酸麦芽威士忌并花费1补给：你在诡计卡的一次技能检定中+3[willpower]。
[action]丢弃田纳西酸麦芽威士忌：<b>攻击</b>。你这次攻击+3 [combat]并造成+1伤害。",,,,,,,
05191,田纳西酸麦芽威士忌,,道具. 违法,"使用(3补给)。
[fast]消耗田纳西酸麦芽威士忌并花费1补给：你在诡计卡的一次技能检定中+2[willpower]。
[action]丢弃田纳西酸麦芽威士忌：<b>攻击</b>。你这次攻击+3[combat]。如果这次攻击目标为一名非[[精英]]敌人并成功，自动躲避该敌人。",,,,,,,
05274,特工支援,,盟友. 特工,"对你所在地点其他调查员造成的伤害和/或恐惧可以被分配到特工支援。
[free]消耗特工支援并对其造成1点伤害：对你所在地点的1名敌人造成1点伤害。
[free]消耗特工支援并对其造成1点恐惧：发现你所在地点的1个线索。",,,,,,,
05279,黛雅娜·艾丝帕伦斯,"与""恶魔""交易",盟友. 女巫,"使用(3秘密)。
[free]：将一张非弱点[[法术]]事件卡从你的手牌叠加到黛雅娜·艾丝帕伦斯。被叠加到其身上的事件卡限制1张。
可以打出被叠加的事件卡，如同其在你的手牌中。将其打出后，不放到你的弃牌堆<i>(其仍维持叠加)</i>。作为打出打出被叠加事件卡的额外费用，消耗黛雅娜·艾丝帕伦斯并花费1秘密。",,,,,,,
05280,否决存在,,法术. 悖论,"快速。在遭遇卡或一名敌人攻击将会导致你执行以下一项(选择一项)时打出：丢弃手牌、失去资源、失去行动、受到伤害或受到恐惧。
你忽略该效果的影响。然后，对应地执行与之相反的效果(抽取卡牌、获得资源、获得额外行动、治愈伤害或治愈恐惧)。",,,,,,,
05281,勇闯火线,,勇气,"快速。只能在你回合中打出。
选择你的一项技能。直到你的回合结束，将该技能的基础值设为5。",只有在你性命受到威胁时，你才会认识到自己能力的极限。,,,,,,
05229,鸣枪示警,,策略. 技巧,"作为打出鸣枪示警的额外费用，花费你控制的1张[[枪械]]支援卡的1子弹。
移动你所在地点所有非[[精英]]敌人到一个连接地点。此行动不会引起趁乱攻击。","""退后！""",,,,,,
05232,绝密地图集,,道具. 书籍,"使用(4秘密)。
[action]花费1秘密并消耗绝密地图集：选择1个与你所在地点之间连接次数恰好为2的已揭示地点。移动到该地点。",,,,,,,
05234,诱敌,,恩惠. 服务,"<b>躲避</b>。自动躲避你所在地点的一名非[[精英]]敌人。
[reaction]在你打出诱敌时，提升其费用2点：将""一名非[[精英]]敌人""变为""最多2名非[[精英]]敌人""。
[reaction]在你打出诱敌时，提升其费用2点：将""你所在地点""变为""1个与你所在地点之间连接次数不超过2的地点。""",,,,,,,
05236,指路鬼魂,,盟友. 灵怪,"你获得+1[intellect]。
非直接恐惧在被分配到你的调查员卡之前，必须先被分配到指路鬼魂。
<b>强制</b> - 在指路鬼魂由于恐惧而被击败时：将其放逐。",,,,,,,
05152,妥善养护,,升级,"快速。只能在你回合中打出。
叠加到你控制的一张[[道具]]支援卡。每张支援卡限制1张。
[reaction]在被叠加的支援卡被丢弃后：将其返回其所有者手牌，叠加到该支援卡的每张其它[[升级]]卡也返回各自所有者的手牌。",,,,,,,
05156,反应灵敏,,局势,"快速。在任意调查员的回合中(不含行动中)打出。
立刻进行一个行动，如同在你的回合。这个行动不计入你每回合可进行的行动数。",,,,,,,
05157,凋零术,,法术,[action]：<b>攻击</b>。这次攻击不使用[combat]，改为使用[willpower]。如果这次攻击中抽出[skull]、[cultist]、[tablet]或[elder_thing]符号，受到攻击的敌人在本回合剩余时间内-1攻击并-1躲避(最低减至1)。,,,,,,,
05159,险中求胜,,才能,[reaction]在你发动一次技能检定时，消耗险中求胜：提升这次技能检定难度2点。获得2资源或抽取1张卡牌。,,,,,,,
05160,勇闯虎穴,,局势. 技巧,"快速。在你成功躲避一名敌人并超过难度至少2点后打出。
发现该敌人所在地点的1个线索。",,,,,,,
05316,密教辞典,,道具. 书籍. 密教,"每副牌组限制1张。
<b>强制</b> - 在密教辞典入场后：在你的绑定卡牌中查找3张鲜血仪式。将其中1张加入你的手牌并将其余2张混洗入你的牌堆。在密教辞典离场时，找出所有的鲜血仪式(不论其是否在场)并将其放在一边，位于场外。<i>(FAQ, v2.0)</i>",,,,,,,
05317,鲜血仪式,,法术,"绑定(密教辞典)。
抽取2张卡牌。丢弃你最多2张手牌。每有1张卡牌因此被丢弃，你可以获得1资源，或花费1资源来对你所在地点的1名敌人造成1点伤害。此行动不会引起趁乱攻击。",,,,,,,
05322,第六感,,法术,[action]：<b>调查</b>。不使用[intellect]，改为使用[willpower]调查。这次调查你+2[willpower]。如果这次检定抽出[skull]、[cultist]、[tablet]或[elder_thing]符号，你可以选择与你所在地点之间连接次数不超过2的一个已揭示地点；如同你在所在地点调查的同时，也在所选地点调查 (你可以使用两个地点中任意一个地点的隐藏值)。,,,,,,,
05186,.45汤姆逊冲锋枪,,道具. 武器. 枪械. 违法,"使用(5子弹)。
将.45汤姆逊冲锋枪花费的子弹放进你的资源池，作为资源。
[action]花费1子弹：<b>攻击</b>。你这次攻击+2[combat]并造成+1伤害。",,,,,,,
05187,.45汤姆逊冲锋枪,,道具. 武器. 枪械. 违法,"使用(5子弹)。
[action]花费1子弹：<b>攻击</b>。你这次攻击+2[combat]并造成+1伤害。如果你成功并超过难度至少X点，你可以花费1子弹来对你所在地点的另一名敌人造成这次攻击的伤害，X为该敌人的攻击值。",,,,,,,
05189,秘密卷轴,,道具. 书籍,"使用(4秘密)。
[action]消耗秘密卷轴并花费1秘密：查看任意一位调查员牌堆或遭遇牌堆顶部或底部的卡牌。然后，丢弃该卡牌、将其加入其所有者的手牌，或将其放到该牌堆底部或者顶部。",,,,,,,
05192,附魔剑,,道具. 遗物. 武器. 近战,"使用(3充能)。
[action]：<b>攻击</b>。你这次攻击+2[combat]。如果你成功，你可以花费1充能来为剑附魔，这次攻击造成+1伤害。如果剑已附魔且这次攻击击败1名敌人，抽取1张卡牌并治愈1点恐惧。",,,,,,,
05193,附魔剑,,道具. 遗物. 武器. 近战,"使用(4充能)。
[action]：<b>攻击</b>。你这次攻击+2[combat]。作为使用这个能力的额外费用，你可以花费最多2充能来为剑附魔(每以此方式花费1充能，你这次攻击再+1[combat]并造成+1伤害)。",,,,,,,
05194,恐怖图腾,,道具. 守护. 诅咒萦绕,[reaction]在你将一张卡牌投入技能检定后，消耗恐怖图腾：你选择该卡牌已有的任意一个技能图标，该卡牌额外获得该图标。如果该技能检定成功，执行该检定的调查员抽取1张卡牌。,当时应该马上把它丢掉的。但我们又怎么知道呢？,,,,,,
05195,恐怖图腾,,道具. 守护. 祝福,[reaction]在你将一张卡牌投入技能检定后，消耗恐怖图腾：你选择该卡牌已有的任意一个技能图标，该卡牌额外获得该图标。如果该技能检定失败，将该卡牌返回你的手牌。,当时应该马上把它丢掉的。但我们又怎么知道呢？,,,,,,
05196,委员会的保险箱,箱子里面是什么？,道具. 遗物,"使用(1[per_investigator]锁头)。如果委员会的保险箱上没有锁头，每位调查员在自己的牌堆或弃牌堆中查找并立即免费打出任意一张卡牌。放逐委员会的保险箱。(每个剧本最多1次。)
[action][action]：检定任意一项技能(5)。如果你成功，移除1个锁头。你所在地点的任何调查员都可以启动这个能力。
<b>卡牌设计于阿卡姆之夜2017理事会。</b>",,,,,,,
05230,瞄准镜,,道具. 升级,"快速。叠加到你控制的一张占用2个手部槽位的[[枪械]]支援卡。被叠加支援卡不能被用来攻击与你交战的敌人。
[reaction]在你使用被叠加的支援卡执行<b>攻击</b>行动时，如果你未与敌人交战，消耗瞄准镜：这次攻击可以选择位于一个连接地点的一名非[[精英]]敌人作为目标。这次攻击忽略冷漠和反击关键词。",,,,,,,
05231,知识就是力量,,洞察,"快速。只能在你回合中打出。
选择你控制的一张[[书籍]]或[[法术]]支援卡，或揭示你手牌里的一张[[书籍]]或[[法术]]支援卡。结算该支援卡上的一项[action]或[free]能力，忽略所有费用<i>(包括其[action]费用)</i>。然后，如果该支援卡是从你的手牌里揭示的，你可以将其丢弃来抽取1张卡牌。",……这股力量也会堕落。,,,,,,
05233,投资,,人脉,"使用(0补给)。投资上的补给上限为10。
[free]消耗投资：在本卡牌上放置1补给。
[action]消耗并丢弃投资：将本卡牌上所有补给移动到你的资源池，作为资源。",,,,,,,
05235,蠕虫的秘密,黑星印记,道具. 书籍,[action]消耗蠕虫的秘密并在其上放置1个毁灭标记：从你的弃牌堆打出一张[[法术]]或[[洞察]]事件卡，其资源费用降低1点。在该事件卡结算后，将其移出游戏。,"本书作者是路德维格·普林恩；他在巫术审判达到高潮时死于布鲁塞尔的审讯桩上。
<cite>罗伯特·布洛克，来自星际的《蹒跚者》</cite>",,,,,,
05237,幸运或是注定,,幸运. 祝福,"快速。在毁灭标记将被放置到任何一张冒险卡上时打出。
每场游戏最多1次。
取消刚要被放置到该卡牌上的1个毁灭标记。放逐幸运或是注定。",,,,,,,
05273,MK1手榴弹,,道具. 武器. 远程,"使用(3补给)。如果MK1手榴弹没有补给，则将其丢弃。
[action]花费1补给：<b>攻击</b>。你这次攻击+2[combat]。如果这次攻击成功，不造成基础伤害，改为对被攻击敌人所在地点的每个敌人和其他每位调查员造成2点伤害<i>(所有额外伤害只对被攻击敌人造成)。</i><i>(FAQ, v2.0)</i>",,,,,,,
05283,安娜·卡斯洛,神秘的占卜师,盟友. 预知,"你拥有额外2个塔罗牌槽位。
[reaction]在游戏开始时，如果安娜·卡斯洛在你的起始手牌中：将其放置入场。
[reaction]在安娜·卡斯洛入场后：在你的牌堆中查找并放置一张[[塔罗]]支援卡入场。",,,,,,,
05277,帮个小忙,,恩惠. 服务,"对你所在地点的一名非[[精英]]敌人造成1点伤害。
[reaction]在你打出帮个小忙时，提升其费用2点：将""造成1点伤害""变为""造成2点伤害""。
[reaction]在你打出帮个小忙时，提升其费用2点：将""你所在地点""变为""1个与你所在地点之间连接次数不超过2的地点""",,,,,,,
05275,恐怖揭露,,勇气,发现你所在地点的3个线索。将你任意数量的线索交给其他一位调查员，或将你任意数量的线索放置在任意一个地点上。你被击败并受到1点精神创伤。此行动不会引起趁乱攻击。,,,,,,,
05276,苦心钻研,,才能,"永久。
你每场游戏开始时的起始手牌中拥有额外1张卡牌。","或许吉尔曼不该那样努力地钻研。
<cite>H. P. 洛夫克拉夫特《女巫梦中之梦》</cite>",,,,,,
05278,干一天活计拿一天钱,,才能,"永久。
你每场游戏开始时拥有额外2资源。",重要的东西盯紧点。,,,,,,
05282,偷梁换柱,,技巧,"选择以下一项：
- <b>躲避</b>。如果你成功且该敌人为非[[精英]]，躲避该敌人并将其移动到一个连接地点。
- <b>躲避</b>。只能对连接地点的一名非[[精英]]敌人使用，如果你成功，躲避并与该敌人交换地点。",,,,,,,
06003,托尼·摩尔根,赏金猎人,罪犯. 猎手,"在你的回合中你可以进行一次额外的行动，该行动只能用于攻击一名带有赏金的敌人或与其交战。
[elder_sign]效果：+2。在赏金合约上放置1赏金。","""等我找到那只怪物，我就把牠彻底干掉。""",,,,"<b>卡牌张数</b>：30。
<b>次级职阶选择</b>：构筑牌组时，选择守卫者([guardian])、探求者([seeker])或求生者([survivor])。
<b>牌组构建选项</b>：流浪者([rogue])等级0-5，中立卡牌等级0-5，最多10张你所选次级职阶的等级0-1事件卡和/或技能卡。
<b>牌组构建需求</b>(不计入卡牌张数)：赏金合约、2张托尼的.38柯尔特长管手枪、托尼的猎物、1张随机基础弱点。",托尼能把卑鄙的人渣从世上任何一个肮脏的角落里揪出来，但他却从来没想到，自己会在印斯茅斯杀死那样的家伙。那家伙的长相与人类有几分相似，但全身都布满了惹人生恶的鳞片和黏液，像是某种恐怖的深海生物。牠的气味混杂著海水、烂鱼和血液的味道。托尼本该在牠跳下水后就放手不管，但他从来不会让赏金打了水漂，而且他当时也不打算这么做。在那之后，他的赏金猎物又多了一种——可能是普通匪徒，也可能是怪物。只要有人付钱……他定会把目标解决。,
06010,赏金合约,,职业,"永久。托尼·摩尔根牌组专用。使用(6赏金)。
[reaction]在一名敌人入场后：将1-3赏金从赏金合约移动到该敌人，最多放置该敌人生命值的赏金。
<b>强制</b> - 在你击败一名带有赏金的敌人后：将其赏金移动到你的资源池，作为资源。",,,,,,,
06011,托尼的.38柯尔特长管手枪,,道具. 武器. 枪械,"托尼·摩尔根牌组专用。使用(3子弹)。
[reaction]：在你打出托尼的.38柯尔特长管手枪后：从你手牌中免费打出另一张托尼的.38柯尔特长管手枪。
[action]花费1子弹：<b>攻击。</b>被攻击的敌人上每有1赏金，你+1[combat]。这次攻击造成+1伤害。如果这次攻击击败一名带有赏金的敌人，在赏金合约上放置1赏金。",,,,,,,
06012,托尼的猎物,,类人. 怪物. 深潜者,"<b>生成</b> - 离托尼·摩尔根最远的地点。
冷漠。
<b>强制</b> - 在托尼的猎物入场后：在其上放置1个毁灭标记。然后，<i>(从供应堆)</i>放置1资源在其上，作为赏金。",,,,,,,
05319,"""你欠我一次！""",,恩惠. 局势,查看另一位调查员的手牌。你可以打出该调查员手牌中的一张非弱点卡牌，置于你的控制之下。如果你这么做，你和该调查员每人抽取1张卡牌。,"""对对，当然了。你之前三次也是这么说的。""",,,,,,
05324,美满结局,,幸运. 祝福,"快速。在你技能检定中抽出1个会令你的技能值减少到零的混乱标记时打出(包括[auto_fail]标记)。
取消该标记并改为将其视为[elder_sign]标记。",,,,,,,
05313,圣化之镜,,道具. 遗物. 密教. 祝福,"每副牌组限制1张。
<b>强制</b> - 在圣化之镜入场后：在你的绑定卡牌中查找3张舒缓旋律。将其中1张加入你的手牌并将其余2张混洗入你的牌堆。在圣化之镜离场时，找出所有的舒缓旋律(不论其是否在场)并将其放在一边，位于场外。<i>(FAQ, v2.0)</i>",,,,,,,
05314,舒缓旋律,,法术,"绑定(圣化之镜)。
治愈你所在地点的调查员和/或[[盟友]]支援卡的2点伤害或2恐惧(或者以任意方式组合，总计2点)。抽取1张卡牌。","……他们的歌声融入月光，
融入那凄美静谧的夜光……
<cite>保罗·魏尔伦，《月光》</cite>",,,,,,
05315,"""我见过更糟的……""",,勇气,"快速。在你受到伤害和/或恐惧时打出。
取消你这次受到的最多2点伤害和/或恐惧。然后，获得同等数量的资源。",,,,,,,
05318,窥看不思议之事,,洞察,将你手牌中任意数量的非弱点卡牌混洗入你的牌堆。抽取卡牌，直到手牌数量达到上限。将窥看不思议之事移出游戏。,Ignorance is a bliss you cannot afford.,,,,,,
05320,超级加倍,,仪式,"卓越。
[reaction]在你打出一张事件卡后，消耗超级加倍：再次打出该事件卡，如同其在你手牌中。","怪鸟在鸣啸：""时候到了，时候到了。""
<cite>威廉·莎士比亚，《麦克白》</cite>",,,,,,
